ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2024-03-31,41,74008,585,Self-Employed,High School,22,11264,84,Married,1,Mortgage,815,0.3652535812065326,4,0,0.4646819233120999,0,Debt Consolidation,0,19,16,4155,922,57834,19750,6167.333333333333,0.8428058138813806,5,38084,0.243764,0.2621388763549386,293.910399338321,0.1798038697446202,0,59.0
2024-04-01,51,79709,621,Employed,Associate,30,18505,48,Single,1,Rent,451,0.15079588351775364,4,1,0.1718263362183095,0,Home,0,32,16,11249,592,55931,36654,6642.416666666667,0.8122549810754124,6,19277,0.20300500000000002,0.1998762764070892,562.9918787743612,0.15265406096290676,1,36.800000000000004
2024-04-02,31,27076,548,Employed,High School,11,26287,48,Married,1,Own,172,0.12697662850273964,4,3,0.1019188094228479,0,Debt Consolidation,0,22,28,1625,370,189340,34398,2256.3333333333335,0.8015851427967396,7,154942,0.247287,0.2967444,941.5186084255764,0.4935080255985713,0,47.0
2024-04-03,36,29033,555,Self-Employed,Bachelor,10,12786,36,Married,3,Other,441,0.5967458064422063,3,0,0.1939410309138576,1,Debt Consolidation,0,26,14,4660,515,22475,10108,2419.4166666666665,0.6900692094890605,3,12367,0.22028599999999998,0.2511735833560367,509.16308917606824,0.3927240405784046,0,68.0
2024-04-04,35,90095,601,Employed,Associate,13,25071,36,Married,5,Rent,716,0.22738993299117452,4,0,0.4687376124666406,0,Debt Consolidation,0,21,2,7096,1116,125284,23378,7507.916666666667,0.8619449160014301,6,101906,0.209571,0.18868164193315282,917.3328094362088,0.21754807384687833,1,41.6
2024-04-05,22,27076,617,Employed,Bachelor,0,18630,36,Married,0,Own,670,0.25304807530820483,3,3,0.24191910777502673,0,Auto,1,19,6,885,325,10038,12868,2256.3333333333335,0.7679842595581494,3,19242,0.19513000000000003,0.21023018863871806,702.1067072558601,0.6081134764023608,0,59.0
2024-04-06,43,56443,550,Employed,Bachelor,19,22515,60,Divorced,2,Rent,580,0.36876767500439817,1,1,0.12272351057047194,0,Auto,0,32,2,599,771,156490,14084,4703.583333333333,0.8744832220372887,5,142406,0.252515,0.24498326525402453,654.239522179389,0.26240409379644364,0,50.0
2024-04-07,43,32759,513,Employed,Bachelor,23,36671,60,Divorced,1,Mortgage,352,0.2511617576692846,3,1,0.4477483460973688,0,Auto,0,29,10,4488,460,21614,11116,2729.9166666666665,0.6578925149349554,6,10498,0.285171,0.28570671847749024,1154.4397671912727,0.5518262830457362,0,57.0
2024-04-08,40,44819,614,Employed,Bachelor,19,85242,36,Divorced,0,Mortgage,779,0.7628778113544733,1,3,0.10765413534575939,0,Debt Consolidation,0,28,7,17027,963,26232,39114,3734.9166666666665,0.7689297622022851,7,14912,0.263242,0.25468082076649273,3410.34547861852,1.1216704019148627,0,51.0
2024-04-09,37,57563,578,Employed,Master,14,22902,48,Single,1,Rent,431,0.2591186858372101,3,0,0.17464973467207645,0,Home,0,28,20,4440,893,252708,35155,4796.916666666667,0.9538029240329355,4,217553,0.22890200000000002,0.23729175935820032,743.2224673748483,0.24478692230248908,1,36.800000000000004
2024-04-10,23,26614,592,Unemployed,High School,0,20048,60,Single,5,Rent,205,0.10238638580660078,5,2,0.44224122291628876,0,Home,0,23,12,2318,477,11455,16409,2217.8333333333335,0.7906199573837773,6,16381,0.22904800000000003,0.1964822043314081,527.232904697728,0.33015686692615676,0,60.0
2024-04-11,34,26124,615,Employed,Associate,10,57849,72,Married,1,Mortgage,307,0.16459976785738578,3,1,0.4089291679938863,0,Debt Consolidation,0,27,2,2492,2403,161978,4410,2177.0,0.8740782334398354,5,157568,0.265349,0.250333722601583,1559.4735955286453,0.8573604021720925,0,54.0
2024-04-12,35,53014,519,Self-Employed,Bachelor,12,38823,36,Widowed,0,Mortgage,492,0.1302469816594759,4,3,0.5429667517181775,0,Debt Consolidation,0,19,29,2828,369,46035,92508,4417.833333333333,0.5456921440765814,4,18878,0.264323,0.2484992097075316,1540.5158195695376,0.4600707329164834,0,60.0
2024-04-13,30,27675,588,Employed,Bachelor,7,53539,36,Single,3,Own,233,0.3328972351173623,3,0,0.5701199480151788,0,Home,0,19,18,13435,1059,163123,49092,2306.25,0.8042058970004959,8,114031,0.244539,0.23498864921133428,2086.4261649180735,1.005713242240899,0,56.0
2024-04-14,38,25483,542,Employed,High School,15,24812,60,Divorced,3,Mortgage,305,0.2134986955180582,1,0,0.12370636701478056,0,Debt Consolidation,0,31,9,4702,4055,81062,27088,2123.5833333333335,0.8079289042714267,4,53974,0.258812,0.2112994215117279,673.0628882206506,0.46057193653211187,0,51.0
2024-04-15,44,28931,631,Employed,Associate,21,33130,48,Married,1,Mortgage,255,0.3042745565409049,1,0,0.5618797935777403,0,Auto,0,18,13,13867,2868,40427,69954,2410.9166666666665,0.8627093223379767,7,14863,0.21263,0.19969456932243157,1007.6188525370301,0.5237090397996738,0,57.0
2024-04-16,62,56235,536,Employed,Associate,42,22565,84,Widowed,0,Own,485,0.09344563791257,1,1,0.4099382033860412,0,Auto,0,20,23,12772,91,25327,13451,4686.25,0.8438737019682446,4,11876,0.279565,0.2756271475701663,608.6414144255526,0.23337240105106488,0,55.0
2024-04-17,42,100911,623,Employed,Associate,19,22657,36,Single,2,Own,290,0.18376140627348747,4,0,0.44977352522233105,0,Home,0,29,23,8678,475,11546,6389,8409.25,0.7432385818174169,7,12283,0.19615700000000003,0.18341338987667527,822.989657993829,0.13235302292045414,1,40.800000000000004
2024-04-18,43,105206,605,Employed,High School,23,23277,72,Married,0,Own,554,0.049639511959655755,1,1,0.6348385631841943,0,Debt Consolidation,0,27,18,553,828,21370,78235,8767.166666666666,0.8511052241104529,5,13552,0.235777,0.22520879291001658,592.079244264613,0.13072401698739003,1,42.400000000000006
2024-04-19,39,36790,577,Employed,Master,16,27124,36,Married,1,Mortgage,410,0.34551224183209783,4,1,0.3451738221530181,0,Education,0,17,17,7006,1429,25338,25044,3065.8333333333335,0.6463962102089339,4,17337,0.22362400000000002,0.227058747757645,1045.8089404659543,0.47484934182091465,0,55.0
2024-04-20,18,195626,622,Employed,Bachelor,0,22861,60,Married,0,Rent,141,0.23084768808971623,0,2,0.2947356321402945,0,Education,0,27,24,2764,171,20041,37022,16302.166666666666,0.7988798182690884,2,10351,0.21686100000000003,0.24293224424502233,661.5611347802351,0.049230335524740175,1,37.6
2024-04-21,39,22846,571,Employed,Associate,11,44103,36,Married,1,Rent,393,0.6894997843986526,3,1,0.10120479887717132,0,Home,0,22,3,1342,8213,125070,69591,1903.8333333333333,0.8722550827671147,7,55479,0.24360300000000001,0.26084529463416206,1778.9237371024906,1.1408161098323508,0,55.0
2024-04-22,40,99945,587,Employed,Bachelor,18,29371,24,Divorced,0,Rent,251,0.12736268567973438,6,0,0.468038073335621,0,Home,1,23,1,2060,688,165759,51474,8328.75,0.7909053198109829,7,114285,0.210871,0.22294131680104215,1527.9828014935738,0.21359541365674006,0,60.0
2024-04-23,69,41310,686,Employed,Master,49,24360,60,Divorced,2,Mortgage,533,0.21934215995681103,4,1,0.2028218376476461,0,Auto,0,21,14,2315,2935,76604,3658,3442.5,0.8114384169833541,7,72946,0.18636000000000003,0.22363200000000003,677.8367641847676,0.35173181239935153,0,45.0
2024-04-24,37,24968,619,Employed,High School,15,23876,48,Single,0,Own,321,0.1113004455909137,1,2,0.12685339334808082,0,Education,0,29,16,7621,1518,94133,2383,2080.6666666666665,0.9301809970778134,2,91750,0.20937600000000003,0.20931788754874983,738.4612416066248,0.5091931632201017,0,46.0
2024-04-25,43,25485,614,Employed,High School,19,17808,48,Married,3,Mortgage,650,0.6244446477663158,1,0,0.11919495696534906,0,Education,0,26,21,1054,386,76940,5749,2123.75,0.8249016743530535,10,71191,0.205808,0.22432475793851198,565.2496906868366,0.5722188066800878,0,49.0
2024-04-26,39,52713,593,Employed,Bachelor,13,12805,60,Married,5,Rent,754,0.1831165699779946,3,0,0.15863771975279345,0,Education,0,24,16,818,242,127928,93063,4392.75,0.8861712896737767,7,34865,0.22130500000000003,0.2244139199834232,356.88120527726556,0.2528896944459087,0,49.0
2024-04-27,25,65130,623,Employed,Bachelor,4,36331,48,Widowed,0,Mortgage,282,0.29657563433032463,2,3,0.3855741274730267,0,Debt Consolidation,0,24,21,1499,604,51251,3018,5427.5,0.5528899773511836,5,48233,0.21983100000000003,0.18964557581685607,1085.621830598223,0.2519800701240392,0,51.0
2024-04-28,53,65932,633,Employed,High School,34,36242,60,Married,1,Mortgage,654,0.5719088717679573,7,2,0.3110039576776678,0,Other,0,23,9,6110,10122,121557,25064,5494.333333333333,0.8951091773708824,4,96493,0.224742,0.23012448560669047,1021.9382793004885,0.30503032444952166,0,51.0
2024-04-29,49,39102,667,Self-Employed,Doctorate,25,12663,24,Married,1,Own,263,0.26413701847986404,2,1,0.24802561357357353,0,Other,0,22,22,959,224,85284,24642,3258.5,0.910012168998736,6,60642,0.154163,0.15768616292238294,618.6207944440127,0.270560317460185,1,38.400000000000006
2024-04-30,49,28968,526,Employed,Associate,29,12801,60,Single,1,Own,384,0.44383314160995746,2,1,0.5060551563839466,0,Education,1,21,3,418,547,89019,28533,2414.0,0.7479052770822855,9,60486,0.254801,0.22535851635474488,357.4607613652429,0.30715027397068884,0,68.0
2024-05-01,29,27010,588,Employed,Associate,7,31257,60,Married,0,Rent,365,0.22805118441890282,2,0,0.2743865283888164,0,Education,0,35,25,1899,441,83526,342625,2250.8333333333335,0.758987214176755,8,16423,0.242257,0.21196068334897913,849.0579577502642,0.5393815436135938,0,54.0
2024-05-02,56,40293,561,Employed,High School,34,18767,48,Single,1,Mortgage,313,0.3293203484656715,5,1,0.13029979007987946,0,Home,0,22,8,1746,3261,68656,9293,3357.75,0.8568372672036647,4,59363,0.233267,0.23708638189613726,608.8196804921821,0.2745349357433347,0,50.0
2024-05-03,23,33525,556,Employed,High School,1,13426,24,Married,0,Mortgage,483,0.45179227160064384,4,0,0.26064201424689076,0,Auto,0,27,11,4271,1130,28903,39029,2793.75,0.7533402578849498,6,14506,0.21042599999999997,0.19090590938443353,677.3771702522166,0.415347532976185,0,54.0
2024-05-04,47,32653,527,Employed,Bachelor,23,9874,36,Divorced,0,Mortgage,735,0.3661898026535393,2,2,0.4606273774690756,0,Auto,0,21,29,5873,5621,53607,3040,2721.0833333333335,0.6780082097059271,2,50567,0.231374,0.25748342162868854,396.5070904293509,0.4158296354133528,0,55.0
2024-05-05,66,82995,605,Unemployed,Doctorate,45,17481,36,Single,2,Own,508,0.06813399309767612,5,1,0.5732121724431339,0,Auto,0,25,29,3930,4454,90818,66908,6916.25,0.772540064152185,7,23910,0.199981,0.20239325437528802,651.7902432799133,0.16769061894522513,1,44.800000000000004
2024-05-06,28,143854,539,Employed,Associate,6,23512,36,Married,1,Own,388,0.19466656903912224,5,0,0.139183760317739,0,Home,0,28,28,8439,12021,28741,93508,11987.833333333334,0.9761112606469696,5,10596,0.239012,0.22523013540822417,904.3080700636107,0.10780163805499553,1,37.6
2024-05-07,33,41515,631,Unemployed,Doctorate,11,19123,108,Widowed,0,Mortgage,205,0.5422647102482915,1,0,0.23648786106336098,0,Auto,0,31,11,4641,5646,62391,24392,3459.5833333333335,0.9212775313910146,6,37999,0.248623,0.26974023342699116,472.70276260860237,0.19589144047460505,0,54.0
2024-05-08,41,48223,528,Employed,Master,18,11348,96,Single,0,Mortgage,115,0.203732529103665,5,0,0.3459806192442405,0,Home,0,17,9,3399,354,46290,52105,4018.5833333333335,0.9607394952427768,5,19351,0.282348,0.24870914143291925,273.34051420323414,0.09663617299709287,1,44.800000000000004
2024-05-09,33,68398,586,Employed,Associate,10,16413,48,Single,1,Mortgage,344,0.14930534725257302,4,0,0.24126874907037227,0,Debt Consolidation,0,20,3,794,5724,181293,25016,5699.833333333333,0.8900990487108267,7,156277,0.21841300000000002,0.23616550758426197,531.6205821727182,0.15362213787059006,0,50.0
2024-05-10,21,29829,494,Employed,Bachelor,0,29072,36,Married,2,Own,177,0.2853626294933136,1,1,0.16655739915620296,0,Education,0,24,9,1567,603,34114,35103,2485.75,0.7645114546812849,5,15419,0.267072,0.30724004405864247,1245.7090012067324,0.5723459725260917,0,53.0
2024-05-11,40,60342,560,Employed,Associate,16,48606,96,Divorced,0,Other,229,0.0660370620743884,2,2,0.30133356344182716,0,Debt Consolidation,1,31,13,718,1202,37057,21258,5028.5,0.9756987872185067,4,15799,0.303606,0.3055188427812999,1359.1426721167954,0.3158283130390366,0,59.0
2024-05-12,27,28179,545,Employed,Bachelor,4,22545,60,Married,1,Rent,452,0.10838733275957646,1,1,0.21711274362130814,0,Home,1,12,13,937,2217,193246,18494,2348.25,0.6682835035214807,5,174752,0.255045,0.23793178152233246,645.8701515566094,0.4675269462606662,0,55.0
2024-05-13,45,126771,605,Employed,High School,22,36916,12,Married,4,Rent,231,0.19691697149391565,4,0,0.4897606669050059,0,Auto,0,18,22,4269,3055,145187,97487,10564.25,0.8431967902365182,6,47700,0.199416,0.2196363020522104,3454.4839796422402,0.3488637602898682,0,50.0
2024-05-14,28,61025,512,Employed,Bachelor,9,31586,48,Single,2,Own,287,0.43991884775028517,4,0,0.06630811925366469,0,Home,0,19,18,1355,1437,28399,8324,5085.416666666667,0.5036244209501561,9,20075,0.270586,0.3015624002226057,1140.1573767137065,0.2806372555602536,0,51.0
2024-05-15,58,33440,578,Employed,High School,35,16474,60,Widowed,1,Own,456,0.23363200857959776,1,2,0.18979921027639204,0,Debt Consolidation,0,22,21,9327,5602,39435,5699,2786.6666666666665,0.8839295292013964,2,33736,0.23247400000000001,0.22516453989959678,459.8445344629955,0.32865234490298884,0,51.0
2024-05-16,30,32810,617,Employed,Master,7,35200,24,Married,1,Mortgage,459,0.1856088656039315,4,1,0.4350705423255866,0,Education,0,28,7,27110,397,80731,4722,2734.1666666666665,0.9613414308838172,8,76009,0.20170000000000002,0.19346410226915517,1780.313262136122,0.8190112510098587,0,52.0
2024-05-17,36,43137,601,Employed,Master,12,38644,12,Single,2,Own,333,0.06580121499492636,2,2,0.4106711434079855,0,Auto,0,28,21,837,1181,113904,20157,3594.75,0.9452111254845122,4,93747,0.203144,0.20549119716937708,3589.9315914219173,1.0912946912641817,0,51.0
2024-05-18,49,107414,614,Employed,High School,28,17290,48,Married,5,Rent,187,0.608169756674415,1,0,0.1575976868973558,0,Other,1,33,13,13095,452,60936,6130,8951.166666666666,0.9504631229058526,3,54806,0.20529,0.1827029143715009,510.33902541794794,0.07790481971638125,1,41.6
2024-05-19,25,20249,557,Employed,Associate,4,22222,12,Married,0,Own,327,0.24628282536526863,4,0,0.4026044315551891,0,Home,0,24,1,3879,809,35243,91866,1687.4166666666667,0.764781111024432,5,12229,0.208722,0.24671458186305137,2108.530981322683,1.4433488950502344,0,62.0
2024-05-20,42,26790,485,Employed,Associate,21,16603,12,Married,4,Own,432,0.3325566097911018,2,0,0.306363968493189,1,Auto,1,17,9,3347,377,24691,13650,2232.5,0.788021449393362,2,11041,0.239103,0.2490900461267147,1577.2858516117178,0.9000160589526172,0,75.0
2024-05-21,55,30875,577,Self-Employed,Bachelor,31,11748,36,Married,0,Other,409,0.20050818730790285,4,2,0.1691362431175741,0,Education,0,26,10,806,916,58127,23794,2572.9166666666665,0.902094173619729,3,34333,0.20824800000000002,0.1785516879178876,423.86528586909446,0.3237047264916319,0,54.0
2024-05-22,20,30803,444,Employed,High School,0,36737,96,Divorced,0,Mortgage,674,0.2867664819994606,1,2,0.5205845314224885,0,Debt Consolidation,0,28,18,440,186,38338,23742,2566.9166666666665,0.8432406969415525,6,14596,0.349737,0.2797896,961.7847403295052,0.6372566595446568,0,59.0
2024-05-23,42,42307,638,Employed,Bachelor,20,49088,72,Single,2,Rent,311,0.04795491228480528,2,0,0.1265869693586271,1,Education,0,27,7,2410,2504,225999,6800,3525.5833333333335,0.6398676896787937,4,219199,0.245088,0.1960704,1164.6418524877497,0.41855253811078535,0,56.0
2024-05-24,43,18680,596,Employed,High School,19,21359,48,Married,0,Rent,203,0.36168410280129504,2,0,0.2539376320909976,0,Debt Consolidation,1,22,8,9626,1738,15982,27791,1556.6666666666667,0.817857159142222,7,12194,0.218359,0.2398692819588771,696.1882624479887,0.5776369994312561,0,61.0
2024-05-25,49,27566,560,Employed,High School,26,16861,48,Married,1,Mortgage,344,0.18850202680354552,2,1,0.18586314919286873,0,Home,0,15,11,2430,648,322190,170279,2297.1666666666665,0.920045279665972,12,151911,0.231861,0.21551478987301273,527.1268368723983,0.379217951188739,0,47.0
2024-05-26,25,40848,558,Employed,High School,3,37571,60,Single,2,Mortgage,335,0.35293266073979407,4,0,0.7194758056084799,0,Other,0,21,11,964,1047,63555,9986,3404.0,0.7930548330690438,8,53569,0.263571,0.21315814120644036,1023.1077726884514,0.39897408128332884,0,57.0
2024-05-27,24,25844,596,Unemployed,High School,2,39658,48,Divorced,1,Mortgage,427,0.5424457552710463,2,1,0.11719981317096058,0,Education,0,21,23,2876,1785,18834,76644,2153.6666666666665,0.9537626027340923,3,13619,0.236658,0.21770940408482167,1244.5415689967185,0.7761375494490258,0,56.0
2024-05-28,46,91196,491,Employed,Bachelor,22,14284,24,Single,0,Mortgage,788,0.2671848827877927,2,2,0.20331167298406416,0,Auto,0,30,27,8651,1231,38692,5183,7599.666666666667,0.7493466137391598,4,33509,0.24378399999999997,0.26114344911448195,770.3683242677008,0.20505745746756884,1,40.800000000000004
2024-05-29,43,96535,528,Self-Employed,Doctorate,20,23625,60,Single,1,Mortgage,233,0.26364069186363265,6,3,0.10582330049051011,0,Education,0,22,28,4221,432,20085,55151,8044.583333333333,0.893109080752443,5,11753,0.264625,0.2969411200844954,759.916102564637,0.12342666629487382,1,41.6
2024-05-30,43,46437,615,Self-Employed,Associate,16,59261,24,Single,0,Rent,477,0.39729504695934675,3,0,0.21234852272412297,0,Home,0,38,3,2728,1073,77033,84097,3869.75,0.8997454507688543,5,10216,0.226761,0.23047876594571315,3105.103267437599,0.9256678771077198,0,56.0
2024-05-31,44,62077,594,Employed,Bachelor,23,54757,48,Single,4,Mortgage,497,0.4395456958594184,1,0,0.161633382881593,0,Education,0,25,18,5494,1160,771638,6186,5173.083333333333,0.876047793466587,10,765452,0.252757,0.20596115051464245,1683.715986410554,0.42155052333274246,1,34.4
2024-06-01,31,15000,548,Employed,High School,7,13876,84,Single,3,Mortgage,360,0.13215427205975905,2,0,0.15809499226525353,0,Auto,0,24,12,2748,1082,54985,31972,1250.0,0.7722855677161377,6,23013,0.264876,0.2897254123773018,387.2146935860207,0.5977717548688166,0,51.0
2024-06-02,42,39999,637,Employed,Bachelor,21,10984,24,Married,5,Mortgage,416,0.05531303908586374,2,0,0.33238474947622354,0,Home,0,29,19,13656,365,147181,4518,3333.25,0.8530563470152073,8,142663,0.167484,0.15512343494088146,535.2549761055402,0.28538362742234763,1,37.6
2024-06-03,43,84793,590,Employed,High School,22,26252,60,Married,3,Rent,394,0.506285363554559,1,0,0.25567782602155636,0,Education,0,34,18,3643,1679,506953,18246,7066.083333333333,0.6987442490512464,5,488707,0.23625200000000002,0.2835024,822.9333951683444,0.17222177233993527,1,36.800000000000004
2024-06-04,31,40904,640,Employed,Bachelor,9,31460,12,Single,1,Rent,410,0.1935128070139339,1,1,0.38900385596152676,0,Auto,0,23,10,1464,590,247019,6829,3408.6666666666665,0.9297527180007426,1,240190,0.17646,0.15734799962074209,2850.446112868798,0.9565165596133771,0,47.0
2024-06-05,62,39417,665,Employed,Master,39,31560,120,Divorced,3,Rent,1161,0.28651960662297654,7,2,0.18255802423009487,0,Debt Consolidation,0,15,10,7835,1076,78465,41686,3284.75,0.9367902830811811,4,36779,0.25406,0.2590227729469216,738.1395237171566,0.5781686654135495,0,45.0
2024-06-06,45,170681,575,Employed,High School,17,28929,60,Married,2,Mortgage,522,0.6621151971608701,3,0,0.4901826509323336,0,Debt Consolidation,0,20,20,260,217,74552,29464,14223.416666666666,0.6147361071921487,12,45088,0.246429,0.23005475514113735,815.6131483548069,0.09404302634890635,1,44.800000000000004
2024-06-07,25,108456,511,Employed,Bachelor,3,25382,108,Married,1,Mortgage,248,0.2900154264705164,4,2,0.652463839049503,0,Home,0,33,8,4266,1777,105467,20448,9038.0,0.9349832328284545,5,85019,0.314882,0.34468466166454065,764.989966853923,0.11208120899025481,0,56.0
